Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-my-ig.json	2657	-	0	0	0	0	0	0	5	64	0	0	0	0	0	0	0	1	0	0	91	46	0	0	0	3	0	2
fsh-generated/resources/StructureDefinition-Class.json	631	14	0	0	0	1	0	19	0	31	0	0	0	0	0	0	0	0	0	0	50	859	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ExampleModel.json	6115	14	0	0	0	0	0	42	0	19	0	0	0	0	0	0	0	0	0	0	131	391	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-ST20.json	572	13	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	0	36	107	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-TS.json	685	11	0	0	0	0	0	16	0	7	0	0	0	0	0	0	0	1	0	0	32	91	0	0	0	1	0	0
